galaxy_id,K_tau,scenario_name,model_name,prior_weighted_mean_rmse,best_plausible_rmse,fraction_prior_weight_model_wins,fraction_prior_weight_tdf_beats_nfw,fraction_prior_weight_tdf_beats_mond,ktau_stability_flag,caveat
IC2574,0.5,canonical_anchor_prior,tdf_5knot,2.8508236232957667,2.3849286695483602,1.0,1.0,1.0,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,0.5,photometry_uniform_plausible,tdf_3knot,8.493947511959947,4.11850489367714,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,0.5,photometry_uniform_plausible,tdf_5knot,4.014737291077374,3.3280906624143487,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,0.5,morphology_aware_conservative,tdf_3knot,8.527818333721193,4.11850489367714,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,0.5,morphology_aware_conservative,tdf_5knot,3.8962609964354886,3.3280906624143487,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,0.5,canonical_anchor_prior,tdf_3knot,8.590802225390926,4.11850489367714,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,0.5,canonical_anchor_prior,tdf_5knot,3.6215897212640376,3.3280906624143487,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,0.5,photometry_uniform_plausible,tdf_3knot,10.525487462823234,7.880767461408564,0.0,1.0,1.0,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,0.5,photometry_uniform_plausible,tdf_5knot,8.36070373847677,6.818723537210699,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,0.5,morphology_aware_conservative,tdf_3knot,10.509482652690107,7.880767461408564,0.0,1.0,1.0,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,0.5,morphology_aware_conservative,tdf_5knot,8.335546674136959,6.818723537210699,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,0.5,canonical_anchor_prior,tdf_3knot,10.460311838379736,7.880767461408564,0.0,1.0,1.0,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,0.5,canonical_anchor_prior,tdf_5knot,8.271075622844206,6.818723537210699,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,0.5,photometry_uniform_plausible,tdf_3knot,9.359551511211938,4.782128204711088,0.0,0.6666666666666667,1.0000000000000002,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,0.5,photometry_uniform_plausible,tdf_5knot,4.948099411445765,3.207421641326249,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,0.5,morphology_aware_conservative,tdf_3knot,9.353242883254463,4.782128204711088,0.0,0.7351216544194623,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,0.5,morphology_aware_conservative,tdf_5knot,4.939000473636737,3.207421641326249,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,0.5,canonical_anchor_prior,tdf_3knot,9.319854689526508,4.782128204711088,0.0,0.890782880805526,0.9969668030848242,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,0.5,canonical_anchor_prior,tdf_5knot,4.9099668169134,3.207421641326249,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,0.5,photometry_uniform_plausible,tdf_3knot,51.631049596030714,3.3801669565175163,0.0,0.3333333333333333,0.5555555555555556,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,0.5,photometry_uniform_plausible,tdf_5knot,5.002763234128033,2.717352188759258,1.0000000000000002,1.0,1.0000000000000002,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,0.5,morphology_aware_conservative,tdf_3knot,66.6483022105877,3.3801669565175163,0.0,0.43734874353781883,0.529461334141692,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,0.5,morphology_aware_conservative,tdf_5knot,5.57135453750303,2.717352188759258,1.0,0.9999999999999999,1.0,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,0.5,ngc7814_bulge_sensitivity_diagnostic,tdf_3knot,29.564054268950603,3.3801669565175163,0.0,0.35294117647058826,0.6482637747836566,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,0.5,ngc7814_bulge_sensitivity_diagnostic,tdf_5knot,4.079749515565934,2.717352188759258,1.0000000000000002,1.0,1.0000000000000002,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,0.5,canonical_anchor_prior,tdf_3knot,130.71850016931998,3.3801669565175163,0.0,0.10618386680732268,0.10888630769602704,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,0.5,canonical_anchor_prior,tdf_5knot,19.397832302577484,2.717352188759258,0.8938069329139574,0.8938161331926774,0.8938069329139574,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,1.0,photometry_uniform_plausible,tdf_3knot,2.032506012710266,1.9324117843721231,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,1.0,photometry_uniform_plausible,tdf_5knot,1.4409858991549962,1.4350332000805521,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,1.0,morphology_aware_conservative,tdf_3knot,2.031613327289551,1.9324117843721231,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,1.0,morphology_aware_conservative,tdf_5knot,1.4409183267293324,1.4350332000805521,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,1.0,canonical_anchor_prior,tdf_3knot,2.029085677377159,1.9324117843721231,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,1.0,canonical_anchor_prior,tdf_5knot,1.4407967496724727,1.4350332000805521,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,1.0,photometry_uniform_plausible,tdf_3knot,2.9831626285194157,2.979359675237586,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,1.0,photometry_uniform_plausible,tdf_5knot,1.7371313248193678,1.7005811809053477,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,1.0,morphology_aware_conservative,tdf_3knot,2.9823816351584194,2.979359675237586,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,1.0,morphology_aware_conservative,tdf_5knot,1.7360802229928314,1.7005811809053477,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,1.0,canonical_anchor_prior,tdf_3knot,2.980631465771584,2.979359675237586,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,1.0,canonical_anchor_prior,tdf_5knot,1.733512153926178,1.7005811809053477,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,1.0,photometry_uniform_plausible,tdf_3knot,8.780861825205719,4.979255672682997,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,1.0,photometry_uniform_plausible,tdf_5knot,3.5103784495453807,3.3571324261373414,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,1.0,morphology_aware_conservative,tdf_3knot,8.75581010810965,4.979255672682997,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,1.0,morphology_aware_conservative,tdf_5knot,3.495382752036943,3.3571324261373414,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,1.0,canonical_anchor_prior,tdf_3knot,8.682197993641418,4.979255672682997,0.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,1.0,canonical_anchor_prior,tdf_5knot,3.46060476017249,3.3571324261373414,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,1.0,photometry_uniform_plausible,tdf_3knot,40.79668157349926,7.88076746628977,0.0,0.6666666666666667,0.6666666666666667,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,1.0,photometry_uniform_plausible,tdf_5knot,8.360703633115717,6.818723424989798,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,1.0,morphology_aware_conservative,tdf_3knot,34.56403408179234,7.88076746628977,0.0,0.7351216544194623,0.7351216544194623,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,1.0,morphology_aware_conservative,tdf_5knot,8.335546582972567,6.818723424989798,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,1.0,canonical_anchor_prior,tdf_3knot,20.10325415622383,7.88076746628977,0.0,0.8938160777207019,0.8938160777207019,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,1.0,canonical_anchor_prior,tdf_5knot,8.27107556498518,6.818723424989798,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,1.0,photometry_uniform_plausible,tdf_3knot,9.359551299579515,4.782128122652515,0.0,0.6666666666666667,1.0000000000000002,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,1.0,photometry_uniform_plausible,tdf_5knot,4.94809931746867,3.2074218859365513,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,1.0,morphology_aware_conservative,tdf_3knot,9.353242682917879,4.782128122652515,0.0,0.7351216544194623,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,1.0,morphology_aware_conservative,tdf_5knot,4.939000382596594,3.2074218859365513,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,1.0,canonical_anchor_prior,tdf_3knot,9.319854511977558,4.782128122652515,0.0,0.890782880805526,0.9969668030848242,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC6503,1.0,canonical_anchor_prior,tdf_5knot,4.909966732710613,3.2074218859365513,1.0,1.0,1.0,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,1.0,photometry_uniform_plausible,tdf_3knot,55.350816531034276,3.3801669190547763,0.0,0.3333333333333333,0.5555555555555556,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,1.0,photometry_uniform_plausible,tdf_5knot,39.752528551126495,2.7173519778947353,0.6666666666666667,0.6666666666666667,0.6666666666666667,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,1.0,morphology_aware_conservative,tdf_3knot,71.53669636238418,3.3801669190547763,0.0,0.43734874353781883,0.529461334141692,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,1.0,morphology_aware_conservative,tdf_5knot,51.16490778376323,2.7173519778947353,0.5626512564621811,0.5626512564621811,0.5626512564621811,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,1.0,ngc7814_bulge_sensitivity_diagnostic,tdf_3knot,31.517218854172246,3.3801669190547763,0.0,0.35294117647058826,0.6482637747836566,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,1.0,ngc7814_bulge_sensitivity_diagnostic,tdf_5knot,22.473735712522743,2.7173519778947353,0.8235294117647058,0.823529411764706,0.8235294117647058,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,1.0,canonical_anchor_prior,tdf_3knot,139.5157416165217,3.3801669190547763,0.0,0.10618386680732268,0.10888630769602704,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC7814,1.0,canonical_anchor_prior,tdf_5knot,101.19223013721202,2.7173519778947353,0.10920838427326843,0.10921758455198831,0.10920838427326843,reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,2.0,photometry_uniform_plausible,tdf_3knot,2.0325061394383885,1.9324121548633164,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,2.0,photometry_uniform_plausible,tdf_5knot,1.4409858876008,1.435033190262778,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,2.0,morphology_aware_conservative,tdf_3knot,2.0316134292263404,1.9324121548633164,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,2.0,morphology_aware_conservative,tdf_5knot,1.4409183123877656,1.435033190262778,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,2.0,canonical_anchor_prior,tdf_3knot,2.029085722799117,1.9324121548633164,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
DDO154,2.0,canonical_anchor_prior,tdf_5knot,1.4407967289575352,1.435033190262778,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,2.0,photometry_uniform_plausible,tdf_3knot,2.9831626629409365,2.9793597214367202,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,2.0,photometry_uniform_plausible,tdf_5knot,1.7371313211980615,1.7005811827053021,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,2.0,morphology_aware_conservative,tdf_3knot,2.98238167199865,2.9793597214367202,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,2.0,morphology_aware_conservative,tdf_5knot,1.7360802187257889,1.7005811827053021,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,2.0,canonical_anchor_prior,tdf_3knot,2.980631508018872,2.9793597214367202,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
IC2574,2.0,canonical_anchor_prior,tdf_5knot,1.7335121481541367,1.7005811827053021,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,2.0,photometry_uniform_plausible,tdf_3knot,8.780861455687695,4.979255701442079,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,2.0,photometry_uniform_plausible,tdf_5knot,3.510378455360841,3.357132449629206,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,2.0,morphology_aware_conservative,tdf_3knot,8.755809870943214,4.979255701442079,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,2.0,morphology_aware_conservative,tdf_5knot,3.495382758115512,3.357132449629206,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,2.0,canonical_anchor_prior,tdf_3knot,8.682198062479664,4.979255701442079,0.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC2403,2.0,canonical_anchor_prior,tdf_5knot,3.4606047671915072,3.357132449629206,1.0,1.0,1.0,stable_vs_reference_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,2.0,photometry_uniform_plausible,tdf_3knot,72.01261353020058,7.880767496151239,0.0,0.3333333333333333,0.3333333333333333,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,2.0,photometry_uniform_plausible,tdf_5knot,33.71595743851744,6.818723346771519,0.6666666666666667,0.6666666666666667,0.6666666666666667,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,2.0,morphology_aware_conservative,tdf_3knot,78.59787544697927,7.880767496151239,0.0,0.26487834558053774,0.26487834558053774,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
NGC3198,2.0,morphology_aware_conservative,tdf_5knot,28.48371963342687,6.818723346771519,0.7351216544194623,0.7351216544194623,0.7351216544194623,sensitive_to_ktau,"K_tau is a fixed normalization convention; amplitudes refit per K_tau. Not measured, not fitted. NFW/MOND from Phase 4G at K_tau=1 reference grid."
